TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-03-29 20:00:00,-63.17808359489523,-1.4052607141783966,51.379874878631,-41.95727539305159,-74.2307873307661,65.65688466178625,-33.2542093814866,95.64868834572755,-23.88693939100699,-7.846457820604485,26.94395718628067,62.32917956168757,95.06321732044324,81.81367894080708,3.6812894261101974,44.28212461565394,-65.46271196121941,46.769334584274844,44.83553542272401,-40.59429955027147,5.2891201207509795,90.35001505128542,13.921987337106117,-12.822215245135226,-54.578776545641276,-83.95054098395215,52.07114432698043,-24.565455953494336,-27.883090512819294,95.491004901394,13.372673499236342,-88.06481309919778,0,0,0,0,0,93.80089386275814,57.17371777684923
2024-03-29 20:00:01,32.6427060847484,85.4076028772042,-45.560533189702035,-98.08453120349847,93.52895613802295,-62.923145280585246,88.790306755307,-0.24425978624545053,-82.98720450998434,-61.859455107758365,-82.76049761473176,27.92027112706772,82.46823562991145,-13.825086848183247,-10.406099686008503,-31.272855185205287,-92.22099542130044,-6.033650185187554,42.14392059433521,44.05077088189168,64.91596625941344,-99.19622736269844,61.77617288826468,39.470962953721596,20.9866225427825,86.48296606484624,-44.30938968881115,88.01937002510297,-46.404172217354976,21.488657639143412,18.333242164722236,2.909133963411037,1,1,0,0,1,79.6583974499692,13.669291567244457
2024-03-29 20:00:02,10.484665579832836,-75.01390106476026,12.653313312894696,46.81353864078912,-15.394540883863655,-57.707302586314555,-24.64170498223639,79.924919789993,53.338537755689856,31.093380885261894,-25.68837141845526,7.533571680623851,-62.585151094112426,67.21631444193372,-8.08131451355547,85.59223406618713,33.43653168718933,75.79350249359115,-14.159173337086713,8.26326513337628,11.446638721517147,-18.418514889743975,9.192459452327313,-51.90156551645624,-26.018074865733666,-16.513284369142525,71.11289426563636,35.39783027775292,69.41799263263209,53.86822343075315,9.436411652454098,-6.195415285275473,0,0,1,1,0,46.20277488028189,3.99877291757893
2024-03-29 20:00:03,-30.06150239178622,-79.2602937964405,-96.13238900954688,-37.27157675802104,78.152022885104,76.1958324020099,79.11598824618483,-87.66859917712024,32.45603138384362,35.60217718113557,82.68983122589333,88.65008625757179,69.29869957950982,25.502966283799083,-73.67819026565994,34.69222923398968,58.562343516983645,-35.64971665820873,80.53069004518463,83.15166654433881,-41.210007820533455,2.9348833327386785,60.150732487792766,5.580104604993124,-80.06768298903069,19.2582344353674,-83.20638457725664,78.19557827341427,-26.11338403642098,-40.68531647405902,65.38891892699112,61.03730154782548,0,1,0,0,0,40.32277649263265,9.11348445918433
2024-03-29 20:00:04,-18.982380715364286,4.627569487991963,95.99685604897357,36.357431602996826,-92.06499540041548,22.290207382373012,14.040030344221833,-86.41619229051342,-7.861918260244764,-5.470207359064915,63.37150749342209,51.376769025989546,-22.805895637417905,-74.48578684002831,98.16279702674919,81.12770630499665,-59.990876558470504,-27.87057854876906,-32.57998695846818,19.11877357108868,74.83476135490838,73.16617314838146,36.68883168215925,-87.75673598789622,-98.51585596068514,12.205934252279889,-41.20043842793937,10.104680438840035,65.76159703763261,-39.736556359953326,-43.59953169678925,-0.5895411984429728,0,0,0,1,1,90.36297171707352,71.09989865471044
2024-03-29 20:00:05,-74.0195609994496,66.55374248906162,-36.19836788383171,14.468357472577637,-91.91018622797048,-15.793834941854584,-13.561360656204101,-66.74710934314459,-68.13078151108753,-94.67044823324626,47.23388985228419,75.13583796832813,-49.35575410728035,15.534574743738688,74.41664759098546,-68.64533764239098,-67.8165677213437,-58.36835345515876,-85.84310992229926,49.15059656884529,6.139277094872213,37.36794562148839,17.69195237171192,-75.13016773965002,-88.51632391734276,-33.96687168246886,-89.53726413320204,-1.9741756032405817,5.453997889348884,-55.06647756511622,76.65910047472235,-6.433476404980581,0,1,1,1,0,94.48886032146842,20.082977175554728
2024-03-29 20:00:06,-53.39418051701186,-61.676122404611824,97.9432508987972,18.288070804052253,-86.44180461569357,-91.86888704729412,51.40397144415684,-80.62858638737649,22.38060603396474,50.890526899008165,-35.12591235840034,-75.50849125826984,-96.879484619197,-69.5932037665099,81.04224745981938,27.48622632503546,-77.50927841243227,-58.57744469361235,-32.35168670084627,75.44686879998807,67.62407985172993,-6.440618662572263,-38.455049001960376,20.883745957742676,-17.562550679517358,36.92115518355345,57.593037320995194,-70.70520884965516,-16.002217285067516,38.02805263315662,-26.64209717021781,-96.54746354534211,1,1,0,1,0,11.220226321815074,77.15511849425553
2024-03-29 20:00:07,18.072608477800472,-56.418135606844835,-38.18807362306427,-76.45515273129364,72.88388036637505,-57.72610685231101,-42.359772924711024,53.72752321753438,-14.59920088233244,14.989168719119988,-56.94275952191348,58.58136135173683,-26.099587885300934,24.33513603620206,-48.12781371581616,22.760214169447295,-41.54226799478824,-70.3089808759159,72.92964651127718,-72.47098127252957,62.36582959803093,-8.524844896292066,70.2015721364589,21.41036726741021,61.432981384450756,-21.13994571498054,38.119799383408775,-24.68787387434979,5.273160250653632,83.7821892529106,-99.75737845861872,32.69950578051416,0,0,0,1,1,33.984929802134324,44.01765986537596
2024-03-29 20:00:08,-85.00726245072225,77.74172693431348,64.25062908241387,-56.84120503045202,1.5120679165127058,-33.19822364605952,95.24783228192945,-1.3767179901910964,-44.15618012233629,91.4804783165794,38.67819507672061,-93.30329011053277,87.76568775954652,76.60655021311794,-13.14413851012344,-75.99541274168175,-30.37510152442225,-53.090933417813616,85.80613341828055,31.63537618481675,-87.4762966710957,47.86354845478894,62.905313887628864,12.133615002888703,-70.04744004870093,96.59743142162554,55.630747402005454,63.15959466661499,-52.71956617893607,-78.71798749795809,56.532277184987066,51.558199718341086,1,1,0,1,1,90.26960311690556,65.02119910904182
2024-03-29 20:00:09,38.77255222695882,-89.25287970206297,10.400190960025228,-45.429399211748624,-57.87874411897296,22.295082900574243,69.51784905783961,57.934023897123495,-59.14654109439263,-33.97863900693012,-66.06410539780339,-41.957460962302726,23.12919356778069,66.94950240580624,-52.63764702367566,67.71144352914223,-73.19304762340954,24.422373262766882,30.983640879795246,17.22295597866315,-64.23830255628093,72.92686424258176,88.85068889364806,-71.43626259165086,55.484782738407944,56.74107945886627,-58.72692664559109,-35.79021055990812,58.538672681004755,77.0503418229041,-65.48951775087099,34.168603574228484,0,1,0,0,0,49.00214333938532,40.38317347459668
