TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-03-30 01:01:15,-12.011885285596364,75.75453788834915,-28.703813873104522,-70.33763877422881,93.19150790901216,-31.07260248089196,-48.40387072510002,-15.485471294887844,-10.808891737993605,-11.229935190166657,-8.841715493764639,-79.82580685884646,92.63104937447872,64.0613238428378,-1.7396320598287502,-97.14812595681417,5.241669425974123,92.04504436283096,23.870489216426563,-56.70671204001343,56.04743019005031,1.4457954072318273,21.61415461255318,45.48627307672476,-11.183371166115123,89.50543812375727,42.462664817410314,-61.94072437103104,-18.683478663594258,-31.653517404254444,-57.12757008136906,18.912108249488412,1,1,1,1,1,80.40924804595288,26.55966483720058
2024-03-30 01:01:16,-95.33424183595291,86.02648236973246,-79.4651914412608,58.42316423655484,-16.069151419354455,7.322410053640766,12.54187618893559,-47.37432676062592,-31.411258899754245,26.511905261742456,-96.12633575919358,-63.10053360757526,89.43573479656723,-5.451347419827798,82.48090367519546,35.77642797473524,-15.175418632858026,-1.3521962003785006,-71.91400392437933,-64.42028765791903,48.38363452487832,-28.76742960897009,-94.65967628348679,-94.06991375405734,85.61973965800803,86.37204802063508,87.3821146983181,42.61643700012607,95.02858365555738,-73.37445677710825,1.984654758577122,-47.7644809545319,1,0,1,1,1,17.019169520189458,38.08443401872707
2024-03-30 01:01:17,-19.22132727706895,53.322743396000305,-35.62843783744003,17.897651997590813,53.68639717536644,52.08824222051348,30.944849339306245,24.043093214445705,12.190215273423092,73.46000275220322,-65.263739619987,-83.49106656958347,-31.7741841911338,40.653603025591565,83.70812847554555,61.09922252123752,79.23299142210453,98.60474017669327,62.97581299236316,-73.04259887433045,-79.19355197888615,8.698381385355574,5.995017104173897,-57.967586747308175,-7.846702280108332,34.7411317863708,6.424645222714375,-95.73388799486176,-28.898933134600924,-15.27579007222377,55.85364758862835,-24.767822143451042,0,1,1,1,0,47.60064173750157,82.5539834946252
2024-03-30 01:01:18,87.60829897182822,85.63887572029313,43.473597633059,-54.728246503780966,-11.751491607466917,67.95908869359488,-67.7325494366438,53.78834607461559,26.54196902757944,-50.19464997355423,70.74151204082384,48.88988964333993,-2.9997070266900607,21.02357061755707,44.823875439391344,53.38065655874283,-59.0629263116768,-54.101594774183305,30.20124244148522,-12.134223795241653,-68.20107241059681,-11.810943690696902,-4.630535946121199,29.964682525718104,88.88039283818418,71.71322549781806,78.15986499113959,91.94953585283662,42.64413406314313,71.19334759189272,63.27138120780896,-41.82884991026734,1,0,1,0,0,7.478858454596549,72.23367086841154
2024-03-30 01:01:19,43.490517907976255,22.730293866575096,-53.588564647831326,-76.87107328287084,22.82423621566329,-78.30314690589084,-72.90130714232497,-56.70382182660671,-51.082116545513955,95.30713578038956,52.76950103364169,-84.90593342002927,18.352071737539518,-53.8701245334454,15.726340180869556,-12.462309330765862,-8.442207149384089,63.049974596492376,-85.12996118568465,46.476546654021774,-30.13130570226359,-78.94750360488013,58.25341437139576,-45.12579688228089,-32.422480645897494,-95.48574986704736,21.133856537581934,-95.53356977145874,22.321743879667338,-26.930166951002704,98.38132145302552,-23.30950223617741,1,1,1,0,1,13.154979504771546,68.4970476832463
2024-03-30 01:01:20,-97.75529680765263,-21.689414634624455,-95.16000453521659,-35.425373924980335,-28.290372388219424,12.896633684666313,-34.369330841057305,-64.60282420650293,-86.6749747610946,-91.63382713539517,67.41722760932967,-25.300193235207516,30.686090874653985,-60.72043904460638,-85.06822300307033,50.43692336192828,34.43273416925069,-54.90092116194924,41.422846852696466,15.219834290775651,37.712162567504976,61.95962502842275,27.849408871865293,0.48008515950235164,77.98849686043783,-78.41937670843886,-34.52537686108866,69.10089125740029,79.29529096257664,75.03573288291801,-99.45109460942771,-46.724780441194504,1,0,1,1,1,41.581688615843234,88.25826002632047
2024-03-30 01:01:21,-68.44763041100657,-3.120655926450013,-28.451094953934856,-23.77195728094435,1.4674913923818877,48.34269305323343,-32.80154752363565,-5.366650781352163,6.051434069077047,51.15189389982376,-49.63426556120076,73.44729355453282,60.4302157194914,2.342424421396899,-35.36652347153293,21.163502093580973,77.56900986944945,-58.68771317128638,-92.64352340068744,9.847882905790328,76.46719381793358,71.48449628987586,50.15834913171224,-70.78143051647984,90.50044232145623,31.31029599196887,9.823747964723736,-14.25232875337781,86.81808537212828,-82.90059738299163,98.58798256848047,-69.27949634002826,1,0,0,1,0,79.1344906113402,3.3388283999879365
2024-03-30 01:01:22,1.4717082757132545,15.921704195483215,-44.36555960836901,-24.692125916246965,-7.324730890532223,53.94720940795719,-50.768004291436576,16.775592814798102,13.859940701262062,13.122596684805771,6.660505866054052,32.42621035846568,-11.35972379314478,-19.298799652619863,25.546300525008775,-96.7374264624564,30.351869849582215,-99.78235641725301,-4.507765358666191,5.309591961260125,-97.87793940053204,12.502807610567018,52.32067705688911,50.246745303086584,64.24940614387856,13.836491927398171,50.52775252560849,42.42480144453302,-63.27740751478821,17.758804648604624,78.59415930675709,-76.16086246524031,0,0,1,0,1,67.57314667610117,14.015192321666525
2024-03-30 01:01:23,86.79623591060599,-84.48148326237546,-38.91584126109646,3.5942703039397657,77.33069911481945,-18.167716757621704,-93.73886245903296,26.149849158782004,-39.40409693452223,88.40017339979616,46.8654222282469,78.74528313856575,74.90004878328344,-2.072007749581843,-46.88552658592737,-91.56996688680785,99.10605475869744,88.61534736145165,17.98532449207488,45.41026190875161,86.78912038679402,-65.55055954956232,-75.78691392416523,94.37657931627732,8.081946478940424,26.670010300683543,45.33698571997178,88.62644264973599,15.576733342740212,-39.62863262698026,-15.154149796429465,-36.48900319499673,1,0,0,1,1,99.12060743338726,74.31168004968949
2024-03-30 01:01:24,-88.33307877549122,-55.9224661147939,-71.74376695485267,-72.03390843139368,22.644351009706455,93.77418676580598,-6.8369062690011475,1.4138195984697575,27.285106095762316,-37.93718319853894,-19.28125990843445,-19.880890379664336,-57.08801785659696,99.01598164769786,86.04383202963538,-43.510792978795585,-80.1239911710501,33.532190024941286,99.98933791536092,-71.95298873144817,-47.34781630429759,-60.37157444887822,-17.199830902718347,-27.465792794498455,-38.015733541068776,69.47389449218534,80.8007689577187,-33.20610799324821,44.84367376892635,-34.01252128084752,-3.7467940190314124,-0.8477434031111528,1,1,0,0,1,41.79474889145346,36.412241010675196
